ticker,date_t,date_t1,target_market_date,real_label,generated_label,target_direction_label,generated_direction_label,real_signal,generated_signal,actual_direction,actual_return_1d,generated_direction_correct,real_direction_correct,abs_return_1d,volatility_bucket
AMD,2023-09-14,2023-09-15,2023-09-15,negative,positive,down,down,-1,-1,-1,-0.0482040656667435,True,True,0.0482040656667435,high
NVDA,2023-09-14,2023-09-15,2023-09-15,negative,neutral,down,down,-1,-1,-1,-0.0368793951117711,True,True,0.0368793951117711,high
AMD,2023-09-15,2023-09-16,2023-09-18,neutral,negative,up,down,0,-1,1,0.0086708532991963,False,False,0.0086708532991963,low
NVDA,2023-09-15,2023-09-16,2023-09-18,positive,neutral,up,down,1,-1,1,0.0015033730090801,False,True,0.0015033730090801,low
AMD,2023-09-18,2023-09-19,2023-09-19,neutral,positive,down,down,0,-1,-1,-0.0074240706832044,True,False,0.0074240706832044,low
NVDA,2023-09-18,2023-09-19,2023-09-19,positive,neutral,down,down,1,-1,-1,-0.0101441829944115,True,False,0.0101441829944115,low
AMD,2023-09-19,2023-09-20,2023-09-20,neutral,positive,down,down,0,-1,-1,-0.0124988117786858,True,False,0.0124988117786858,low
NVDA,2023-09-19,2023-09-20,2023-09-20,positive,positive,down,down,1,-1,-1,-0.0294347893199347,True,False,0.0294347893199347,high
AMD,2023-09-20,2023-09-21,2023-09-21,negative,neutral,down,down,-1,-1,-1,-0.0421566262898269,True,True,0.0421566262898269,high
NVDA,2023-09-20,2023-09-21,2023-09-21,negative,negative,down,down,-1,-1,-1,-0.028930613129589,True,True,0.028930613129589,high
AMD,2023-09-21,2023-09-22,2023-09-22,neutral,neutral,flat,down,0,-1,1,0.0009363889014577,False,False,0.0009363889014577,low
NVDA,2023-09-21,2023-09-22,2023-09-22,neutral,neutral,up,down,0,-1,1,0.0144574772422054,False,False,0.0144574772422054,low
AMD,2023-09-22,2023-09-23,2023-09-25,neutral,positive,up,down,0,-1,1,0.0122661158275363,False,False,0.0122661158275363,low
NVDA,2023-09-22,2023-09-23,2023-09-25,neutral,neutral,up,down,0,-1,1,0.0147079909334704,False,False,0.0147079909334704,low
AMD,2023-09-25,2023-09-26,2023-09-26,positive,neutral,down,down,1,-1,-1,-0.0145820313102902,True,False,0.0145820313102902,low
NVDA,2023-09-25,2023-09-26,2023-09-26,negative,positive,down,down,-1,-1,-1,-0.0073658477351963,True,True,0.0073658477351963,low
AMD,2023-09-26,2023-09-27,2023-09-27,neutral,negative,up,down,0,-1,1,0.0219883350404594,False,False,0.0219883350404594,high
NVDA,2023-09-26,2023-09-27,2023-09-27,positive,neutral,up,down,1,-1,1,0.0132900483374605,False,True,0.0132900483374605,low
AMD,2023-09-27,2023-09-28,2023-09-28,negative,positive,up,down,-1,-1,1,0.0478230086264981,False,False,0.0478230086264981,high
NVDA,2023-09-27,2023-09-28,2023-09-28,positive,negative,up,down,1,-1,1,0.0146228270493555,False,True,0.0146228270493555,low
AMD,2023-09-28,2023-09-29,2023-09-29,neutral,positive,flat,down,0,-1,1,0.0005838610095998,False,False,0.0005838610095998,low
NVDA,2023-09-28,2023-09-29,2023-09-29,positive,negative,up,down,1,-1,1,0.0095151857952924,False,True,0.0095151857952924,low
AMD,2023-09-29,2023-09-30,2023-10-02,neutral,negative,up,down,0,-1,1,0.0043765507642268,False,False,0.0043765507642268,low
NVDA,2023-09-29,2023-09-30,2023-10-02,neutral,positive,up,down,0,-1,1,0.0294949522941414,False,False,0.0294949522941414,high
AMD,2023-10-02,2023-10-03,2023-10-03,positive,neutral,down,down,1,-1,-1,-0.0308898510284389,True,False,0.0308898510284389,high
NVDA,2023-10-02,2023-10-03,2023-10-03,positive,positive,down,down,1,-1,-1,-0.028248027379409,True,False,0.028248027379409,high
AMD,2023-10-03,2023-10-04,2023-10-04,neutral,neutral,up,down,0,-1,1,0.0398680834409361,False,False,0.0398680834409361,high
NVDA,2023-10-03,2023-10-04,2023-10-04,neutral,neutral,up,down,0,-1,1,0.0120413193872219,False,False,0.0120413193872219,low
AMD,2023-10-04,2023-10-05,2023-10-05,neutral,neutral,down,down,0,-1,-1,-0.0111463057184243,True,False,0.0111463057184243,low
NVDA,2023-10-04,2023-10-05,2023-10-05,positive,positive,up,down,1,-1,1,0.0146908415737816,False,True,0.0146908415737816,low
AMD,2023-10-05,2023-10-06,2023-10-06,neutral,positive,up,down,0,-1,1,0.0420755421977934,False,False,0.0420755421977934,high
NVDA,2023-10-05,2023-10-06,2023-10-06,positive,positive,up,down,1,-1,1,0.0240333270420876,False,True,0.0240333270420876,high
NVDA,2023-10-06,2023-10-07,2023-10-09,neutral,negative,down,down,0,-1,-1,-0.0106857702175532,True,False,0.0106857702175532,low
AMD,2023-10-09,2023-10-10,2023-10-10,neutral,positive,up,down,0,-1,1,0.0190707758460091,False,False,0.0190707758460091,high
NVDA,2023-10-09,2023-10-10,2023-10-10,positive,negative,up,down,1,-1,1,0.0115963496936521,False,True,0.0115963496936521,low
AMD,2023-10-10,2023-10-11,2023-10-11,neutral,neutral,down,down,0,-1,-1,-0.0064214710936517,True,False,0.0064214710936517,low
NVDA,2023-10-10,2023-10-11,2023-10-11,positive,negative,up,down,1,-1,1,0.0220096819244839,False,True,0.0220096819244839,high
AMD,2023-10-11,2023-10-12,2023-10-12,positive,neutral,up,down,1,-1,1,0.0044317548495365,False,True,0.0044317548495365,low
NVDA,2023-10-11,2023-10-12,2023-10-12,positive,neutral,up,down,1,-1,1,0.0029697034501958,False,True,0.0029697034501958,low
AMD,2023-10-12,2023-10-13,2023-10-13,positive,neutral,down,down,1,-1,-1,-0.0340105206958282,True,False,0.0340105206958282,high
NVDA,2023-10-12,2023-10-13,2023-10-13,negative,negative,down,down,-1,-1,-1,-0.0316114851275967,True,True,0.0316114851275967,high
AMD,2023-10-13,2023-10-14,2023-10-16,positive,neutral,up,down,1,-1,1,0.0130364715417548,False,True,0.0130364715417548,low
NVDA,2023-10-13,2023-10-14,2023-10-16,neutral,negative,up,down,0,-1,1,0.0139460791882206,False,False,0.0139460791882206,low
AMD,2023-10-16,2023-10-17,2023-10-17,positive,positive,down,down,1,-1,-1,-0.0123990203473216,True,False,0.0123990203473216,low
NVDA,2023-10-16,2023-10-17,2023-10-17,negative,neutral,down,down,-1,-1,-1,-0.0467946943971991,True,True,0.0467946943971991,high
AMD,2023-10-17,2023-10-18,2023-10-18,neutral,negative,down,down,0,-1,-1,-0.0282480619930033,True,False,0.0282480619930033,high
NVDA,2023-10-17,2023-10-18,2023-10-18,neutral,neutral,down,down,0,-1,-1,-0.0396467884456119,True,False,0.0396467884456119,high
AMD,2023-10-18,2023-10-19,2023-10-19,neutral,negative,up,down,0,-1,1,0.0022511829407421,False,False,0.0022511829407421,low
NVDA,2023-10-18,2023-10-19,2023-10-19,positive,positive,down,down,1,-1,-1,-0.0022513368075079,True,False,0.0022513368075079,low
AMD,2023-10-19,2023-10-20,2023-10-20,neutral,positive,down,down,0,-1,-1,-0.0057617574071622,True,False,0.0057617574071622,low
NVDA,2023-10-19,2023-10-20,2023-10-20,neutral,positive,down,down,0,-1,-1,-0.0169592330919379,True,False,0.0169592330919379,high
NVDA,2023-10-20,2023-10-21,2023-10-23,neutral,positive,up,down,0,-1,1,0.0383694734267128,False,False,0.0383694734267128,high
AMD,2023-10-23,2023-10-24,2023-10-24,neutral,positive,up,down,0,-1,1,0.0165983001425562,False,False,0.0165983001425562,high
NVDA,2023-10-23,2023-10-24,2023-10-24,positive,negative,up,down,1,-1,1,0.0160093019143701,False,True,0.0160093019143701,low
AMD,2023-10-24,2023-10-25,2023-10-25,neutral,neutral,down,down,0,-1,-1,-0.055178525734105,True,False,0.055178525734105,high
NVDA,2023-10-24,2023-10-25,2023-10-25,positive,positive,down,down,1,-1,-1,-0.0431486372567238,True,False,0.0431486372567238,high
AMD,2023-10-25,2023-10-26,2023-10-26,positive,positive,down,down,1,-1,-1,-0.024880277434846,True,False,0.024880277434846,high
NVDA,2023-10-25,2023-10-26,2023-10-26,neutral,positive,down,down,0,-1,-1,-0.0347782172464603,True,False,0.0347782172464603,high
AMD,2023-10-26,2023-10-27,2023-10-27,positive,positive,up,down,1,-1,1,0.0294651669710985,False,True,0.0294651669710985,high
NVDA,2023-10-26,2023-10-27,2023-10-27,negative,negative,up,down,-1,-1,1,0.0043148287818084,False,False,0.0043148287818084,low
NVDA,2023-10-27,2023-10-28,2023-10-30,neutral,positive,up,down,0,-1,1,0.0163209703233506,False,False,0.0163209703233506,low
AMD,2023-10-30,2023-10-31,2023-10-31,positive,positive,up,down,1,-1,1,0.024121435719099,False,True,0.024121435719099,high
NVDA,2023-10-30,2023-10-31,2023-10-31,negative,positive,down,down,-1,-1,-1,-0.0092563476420859,True,True,0.0092563476420859,low
AMD,2023-10-31,2023-11-01,2023-11-01,positive,neutral,up,down,1,-1,1,0.0968528011728664,False,True,0.0968528011728664,high
NVDA,2023-10-31,2023-11-01,2023-11-01,negative,neutral,up,down,-1,-1,1,0.0378862685112915,False,False,0.0378862685112915,high
AMD,2023-11-01,2023-11-02,2023-11-02,positive,neutral,down,down,1,-1,-1,-0.0019437160560267,True,False,0.0019437160560267,low
NVDA,2023-11-01,2023-11-02,2023-11-02,negative,neutral,up,down,-1,-1,1,0.0279031242662961,False,False,0.0279031242662961,high
AMD,2023-11-02,2023-11-03,2023-11-03,neutral,positive,up,down,0,-1,1,0.0409904302502976,False,False,0.0409904302502976,high
NVDA,2023-11-02,2023-11-03,2023-11-03,positive,negative,up,down,1,-1,1,0.0344550299140618,False,True,0.0344550299140618,high
AMD,2023-11-03,2023-11-04,2023-11-06,neutral,positive,down,down,0,-1,-1,-0.0044543429844098,True,False,0.0044543429844098,low
NVDA,2023-11-03,2023-11-04,2023-11-06,neutral,negative,up,down,0,-1,1,0.016575899674778,False,False,0.016575899674778,low
AMD,2023-11-06,2023-11-07,2023-11-07,positive,positive,up,up,1,1,1,0.0152125006554111,True,True,0.0152125006554111,low
NVDA,2023-11-06,2023-11-07,2023-11-07,positive,positive,up,down,1,-1,1,0.0044589710131031,False,True,0.0044589710131031,low
AMD,2023-11-07,2023-11-08,2023-11-08,neutral,negative,up,down,0,-1,1,0.001234018452308,False,False,0.001234018452308,low
NVDA,2023-11-07,2023-11-08,2023-11-08,positive,positive,up,down,1,-1,1,0.013469686792241,False,True,0.013469686792241,low
AMD,2023-11-08,2023-11-09,2023-11-09,positive,positive,flat,down,1,-1,-1,-0.000880345781715,True,False,0.000880345781715,low
NVDA,2023-11-08,2023-11-09,2023-11-09,positive,positive,up,down,1,-1,1,0.0080731618518816,False,True,0.0080731618518816,low
AMD,2023-11-09,2023-11-10,2023-11-10,neutral,neutral,up,down,0,-1,1,0.0449378673902434,False,False,0.0449378673902434,high
NVDA,2023-11-09,2023-11-10,2023-11-10,positive,negative,up,down,1,-1,1,0.0294994312891783,False,True,0.0294994312891783,high
NVDA,2023-11-10,2023-11-11,2023-11-13,positive,positive,up,down,1,-1,1,0.0058963453565816,False,True,0.0058963453565816,low
AMD,2023-11-13,2023-11-14,2023-11-14,positive,positive,up,down,1,-1,1,0.0264577131061551,False,True,0.0264577131061551,high
NVDA,2023-11-13,2023-11-14,2023-11-14,positive,positive,up,down,1,-1,1,0.0213080896926203,False,True,0.0213080896926203,high
AMD,2023-11-14,2023-11-15,2023-11-15,neutral,positive,down,down,0,-1,-1,-0.0156823264638868,True,False,0.0156823264638868,low
NVDA,2023-11-14,2023-11-15,2023-11-15,positive,neutral,down,down,1,-1,-1,-0.0154663639655828,True,False,0.0154663639655828,low
AMD,2023-11-15,2023-11-16,2023-11-16,neutral,positive,up,down,0,-1,1,0.0155084900936837,False,False,0.0155084900936837,low
NVDA,2023-11-15,2023-11-16,2023-11-16,positive,positive,up,down,1,-1,1,0.012109291606168,False,True,0.012109291606168,low
AMD,2023-11-16,2023-11-17,2023-11-17,neutral,neutral,up,down,0,-1,1,0.0065926804928297,False,False,0.0065926804928297,low
NVDA,2023-11-16,2023-11-17,2023-11-17,positive,positive,down,down,1,-1,-1,-0.0036782378380503,True,False,0.0036782378380503,low
AMD,2023-11-17,2023-11-18,2023-11-20,neutral,neutral,up,down,0,-1,1,0.0075443211075587,False,False,0.0075443211075587,low
NVDA,2023-11-17,2023-11-18,2023-11-20,neutral,positive,up,down,0,-1,1,0.0225364122980613,False,False,0.0225364122980613,high
AMD,2023-11-20,2023-11-21,2023-11-21,negative,neutral,down,down,-1,-1,-1,-0.0195013177075028,True,True,0.0195013177075028,high
NVDA,2023-11-20,2023-11-21,2023-11-21,positive,negative,down,down,1,-1,-1,-0.0092245461907248,True,False,0.0092245461907248,low
AMD,2023-11-21,2023-11-22,2023-11-22,positive,neutral,up,down,1,-1,1,0.0281134472236201,False,True,0.0281134472236201,high
NVDA,2023-11-21,2023-11-22,2023-11-22,negative,positive,down,down,-1,-1,-1,-0.024587550754171,True,True,0.024587550754171,high
AMD,2023-11-22,2023-11-23,2023-11-24,neutral,positive,down,down,0,-1,-1,-0.0016325571312481,True,False,0.0016325571312481,low
NVDA,2023-11-22,2023-11-23,2023-11-24,neutral,positive,down,down,0,-1,-1,-0.0192954806298557,True,False,0.0192954806298557,high
NVDA,2023-11-24,2023-11-25,2023-11-27,neutral,positive,up,down,0,-1,1,0.0097538428027932,False,False,0.0097538428027932,low
AMD,2023-11-27,2023-11-28,2023-11-28,neutral,neutral,down,up,0,1,-1,-0.0052180952440786,False,False,0.0052180952440786,low
NVDA,2023-11-27,2023-11-28,2023-11-28,neutral,positive,down,down,0,-1,-1,-0.0087268651645047,True,False,0.0087268651645047,low
AMD,2023-11-28,2023-11-29,2023-11-29,neutral,negative,up,down,0,-1,1,0.0150807008087432,False,False,0.0150807008087432,low
NVDA,2023-11-28,2023-11-29,2023-11-29,positive,neutral,up,down,1,-1,1,0.0066707147454192,False,True,0.0066707147454192,low
AMD,2023-11-29,2023-11-30,2023-11-30,positive,positive,down,down,1,-1,-1,-0.0217197807440732,True,False,0.0217197807440732,high
NVDA,2023-11-29,2023-11-30,2023-11-30,positive,positive,down,down,1,-1,-1,-0.0284586404082788,True,False,0.0284586404082788,high
AMD,2023-11-30,2023-12-01,2023-12-01,positive,neutral,up,down,1,-1,1,0.0018982809556564,False,True,0.0018982809556564,low
NVDA,2023-11-30,2023-12-01,2023-12-01,neutral,positive,flat,down,0,-1,-1,-0.0001069289729802,True,False,0.0001069289729802,low
AMD,2023-12-01,2023-12-02,2023-12-04,neutral,positive,down,down,0,-1,-1,-0.023230906244363,True,False,0.023230906244363,high
NVDA,2023-12-01,2023-12-02,2023-12-04,neutral,positive,down,down,0,-1,-1,-0.0268363323959121,True,False,0.0268363323959121,high
AMD,2023-12-04,2023-12-05,2023-12-05,neutral,positive,down,down,0,-1,-1,-0.0016024495394727,True,False,0.0016024495394727,low
NVDA,2023-12-04,2023-12-05,2023-12-05,neutral,neutral,up,down,0,-1,1,0.0232037708086882,False,False,0.0232037708086882,high
AMD,2023-12-05,2023-12-06,2023-12-06,neutral,neutral,down,down,0,-1,-1,-0.0131778813548562,True,False,0.0131778813548562,low
NVDA,2023-12-05,2023-12-06,2023-12-06,negative,positive,down,down,-1,-1,-1,-0.0228278893795181,True,True,0.0228278893795181,high
AMD,2023-12-06,2023-12-07,2023-12-07,positive,positive,up,down,1,-1,1,0.0988700175700738,False,True,0.0988700175700738,high
NVDA,2023-12-06,2023-12-07,2023-12-07,positive,positive,up,down,1,-1,1,0.0240204461007056,False,True,0.0240204461007056,high
AMD,2023-12-07,2023-12-08,2023-12-08,neutral,negative,up,down,0,-1,1,0.0042845140817815,False,False,0.0042845140817815,low
NVDA,2023-12-07,2023-12-08,2023-12-08,negative,positive,up,down,-1,-1,1,0.0195295697978412,False,False,0.0195295697978412,high
AMD,2023-12-08,2023-12-09,2023-12-11,neutral,negative,up,down,0,-1,1,0.0425845917711664,False,False,0.0425845917711664,high
NVDA,2023-12-08,2023-12-09,2023-12-11,neutral,neutral,down,down,0,-1,-1,-0.0185029597910227,True,False,0.0185029597910227,high
AMD,2023-12-11,2023-12-12,2023-12-12,neutral,positive,up,down,0,-1,1,0.0238077290458722,False,False,0.0238077290458722,high
NVDA,2023-12-11,2023-12-12,2023-12-12,neutral,neutral,up,down,0,-1,1,0.0220902613992584,False,False,0.0220902613992584,high
AMD,2023-12-12,2023-12-13,2023-12-13,neutral,negative,up,down,0,-1,1,0.0042148232576277,False,False,0.0042148232576277,low
NVDA,2023-12-12,2023-12-13,2023-12-13,positive,positive,up,down,1,-1,1,0.0090437866910557,False,True,0.0090437866910557,low
AMD,2023-12-13,2023-12-14,2023-12-14,neutral,negative,down,down,0,-1,-1,-0.001374936233081,True,False,0.001374936233081,low
NVDA,2023-12-13,2023-12-14,2023-12-14,positive,neutral,up,down,1,-1,1,0.0054482868092535,False,True,0.0054482868092535,low
AMD,2023-12-14,2023-12-15,2023-12-15,neutral,positive,up,down,0,-1,1,0.0083332891049592,False,False,0.0083332891049592,low
NVDA,2023-12-14,2023-12-15,2023-12-15,neutral,neutral,up,down,0,-1,1,0.011168581852518,False,False,0.011168581852518,low
